,TH-1,TH-2,TH-3,CK-1,CK-2,CK-3,pvalue,log2FC,UPDOWN
XLOC_015605,5,4,2,5,10,2,0.490356677935766,-0.628031222613042,Not sig
XLOC_015675,0.005,1,2,0.005,2,1,1,0,Not sig
XLOC_015683,43,36,33,50,47,92,0.215844399009274,-0.754887502163468,Not sig
XLOC_015838,26,19,37,23,19,31,0.662849925320294,0.167727445738067,Not sig
XLOC_015874,51,50,89,49,59,33,0.347775477379526,0.430304255932154,Not sig
XLOC_015888,843,764,831,728,949,898,0.5744812137521,-0.0788743063377311,Not sig
XLOC_015914,3,2,7,0.005,6,2,0.599164433024865,0.584061097979624,Not sig
XLOC_015938,22,5,8,5,22,6,0.934335876090574,0.0848888975865129,Not sig
XLOC_015944,2,5,4,4,6,6,0.211298666267751,-0.540568381362703,Not sig
XLOC_016003,95,152,85,79,165,172,0.490110318058329,-0.325400286794167,Not sig
XLOC_016016,24,6,2,4,20,46,0.4295137056989,-1.12928301694497,Not sig
XLOC_016132,7,5,7,2,3,1,0.00838827337753665,1.66296501272243,Up
XLOC_016156,208,162,279,182,200,223,0.716559775630229,0.101283335837182,Not sig
XLOC_016163,14,8,16,24,21,9,0.377997976206238,-0.506959988719883,Not sig
XLOC_016194,24,19,20,19,19,35,0.601332143204077,-0.212544635380101,Not sig
XLOC_016340,0.005,2,1,1,3,0.005,0.769650151406301,-0.414437251697525,Not sig
XLOC_016448,0.005,2,2,0.005,1,17,0.486543156849648,-2.16852345178157,Not sig
XLOC_016500,3,1,3,0.005,3,5,0.848156890843334,-0.193546480683928,Not sig
XLOC_016515,232,168,383,215,127,302,0.600846791824715,0.281951619176424,Not sig
XLOC_016516,0.005,6,16,2,1,5,0.424363311059891,1.45975946661982,Not sig
XLOC_016560,1,2,0.005,4,1,99,0.405274972891224,-5.11307472720463,Not sig
XLOC_016614,3,11,3,9,7,20,0.270904613987288,-1.08246216019197,Not sig
XLOC_016655,20,27,17,12,17,23,0.409709916903272,0.299560281858908,Not sig
XLOC_016745,1,2,0.005,1,1,8,0.424656452665964,-1.7345631039509,Not sig
XLOC_016752,5,14,3,6,15,10,0.523318532513052,-0.494764691749578,Not sig
XLOC_016777,236,142,220,161,283,345,0.374235554671949,-0.399879815815353,Not sig
XLOC_016795,96,68,112,89,85,140,0.596486576441415,-0.186096292113458,Not sig
XLOC_016951,2,2,1,4,2,0.005,0.803045076800593,-0.264236151043547,Not sig
XLOC_017025,13,0.005,0.005,0.005,7.43,14.7,0.642257475159037,-0.76670841138007,Not sig
XLOC_017035,4,1,5,1,1,5,0.607467812156727,0.514573172829758,Not sig
XLOC_017108,27,60,38,77,61,75,0.0746889332237386,-0.768925335563751,Not sig
XLOC_017121,8,11,8,7,5,10,0.404505456336355,0.295455883526171,Not sig
XLOC_017161,66,50,40,80,56,135,0.237871247684302,-0.796746822491623,Not sig
XLOC_017178,62,45,55,59,94,68,0.19345051638843,-0.448052556506807,Not sig
XLOC_017218,210,185,178,226,270,296,0.0516694571232545,-0.466965291322705,Not sig
XLOC_017241,89,137,73,97,89,118,0.942341767092906,-0.0239258392454803,Not sig
XLOC_017245,17,11,10,23,12,29,0.217483752026023,-0.752072486556414,Not sig
XLOC_017246,12,5,10,20,14,19,0.0365919587718779,-0.973032952399731,Not sig
XLOC_017247,6,4,4,8,9,15,0.100487965749705,-1.1926450779424,Not sig
XLOC_017257,0.005,0.005,0.005,0.005,3,5,0.207940312534195,-9.0597950917951,Not sig
XLOC_017396,0.005,0.005,3,1,1,6,0.450055066669521,-1.41023651301502,Not sig
XLOC_017411,2,1,0.005,2,5,3,0.102173865215808,-1.7345631039509,Not sig
XLOC_017443,1,2,6,1,1,7,1,0,Not sig
XLOC_017525,106,290,173,1239,659,283,0.18932326217731,-1.93848921233417,Not sig
XLOC_017526,415,47,60,110,253,543,0.506047121414638,-0.795461243476351,Not sig
XLOC_017543,10,7,5,7,9,8,0.702422039460356,-0.125530882083859,Not sig
XLOC_017648,44,56,47,55,59,22,0.789165080224409,0.112209503586025,Not sig
XLOC_017654,89,65,72,58,85,81,0.954758549008531,0.0128240403575836,Not sig
XLOC_017681,11,8,7,7,6,2,0.136228245403622,0.793549122532573,Not sig
XLOC_017688,128,218,332,131,95,113,0.192570697688497,1,Not sig
XLOC_017697,57,64,62,53,81,55,0.84723221555264,-0.0465425859370302,Not sig
XLOC_017712,32,24,20,26,42,24,0.478761465375772,-0.275634442613428,Not sig
XLOC_017713,22,18,22,18,29,26,0.386040157724036,-0.235628248493142,Not sig
XLOC_017740,56,85,50,97,75,61,0.405004639045738,-0.286757316618532,Not sig
XLOC_017820,1036,820,709,1115,1150,1314,0.0506260925660758,-0.480597717921968,Not sig
XLOC_017836,383,253,418,271,285,148,0.155350626905885,0.582227532999917,Not sig
XLOC_017849,0.005,0.005,2,2,0.005,2,0.518518518518519,-0.994606741229782,Not sig
XLOC_017910,41,45,45,45.86,66.67,55,0.175586914179618,-0.354852653812415,Not sig
XLOC_017978,9,7,13,8,11,9,0.87672646116347,0.0506260730699678,Not sig
XLOC_018090,2,0.005,6,1,5,2,0.999418774559981,0.000901402741532385,Not sig
XLOC_018098,2,0.005,2,0.005,0.005,2,0.518518518518519,0.994606741229781,Not sig
XLOC_018120,1,1,0.005,3,0.005,189,0.417583817692666,-6.58139783373513,Not sig
XLOC_018161,2,5,10,5,3,2,0.4291508650443,0.765534746362977,Not sig
XLOC_018172,18,17,9,18,18,18,0.362423286936662,-0.295455883526171,Not sig
XLOC_018203,348,391,454,316,378,238,0.167511991656215,0.356192183040948,Not sig
XLOC_018296,4,5,1,3,3,0.005,0.443570017146141,0.735763848956453,Not sig
XLOC_018350,1,2,1,0.005,2,4,0.626563136766789,-0.586164245930909,Not sig
XLOC_018358,7.4,0.72,1,2,3.21,9.4,0.594084937145805,-0.679850448638757,Not sig
XLOC_018390,31.25,11.21,28.19,18.43,21,20,0.610284915079652,0.249498179610659,Not sig
XLOC_018414,4.55,9.91,0.005,0.005,4.3,9.45,0.955168934502499,0.072610183613389,Not sig
XLOC_018431,23.13,14.16,29.89,19.07,25.52,30.84,0.655862173070947,-0.167106630352045,Not sig
XLOC_018538,6,2,2,5,13,16,0.121099491982577,-1.76553474636298,Not sig
XLOC_018539,4,3,5,3,4,5,1,0,Not sig
XLOC_018542,16,1.09,6,5,10,3,0.750935819097043,0.359271266557078,Not sig
XLOC_018545,1,0.005,6,3,1,1,0.760901839700359,0.486456955768731,Not sig
XLOC_018682,6,3,14,6,9,6,0.861397066776667,0.131244533278253,Not sig
XLOC_018707,38,58,30,74,57,39,0.327486337273737,-0.432111012637785,Not sig
XLOC_018814,6,2,4,7,5,15,0.238277768478335,-1.16992500144231,Not sig
XLOC_018819,476.42,324.3,490.27,320,496.11,683.09,0.596864201705216,-0.215715032527596,Not sig
XLOC_018894,18,12,10,5,28,41,0.39498242773833,-0.887525270741587,Not sig
XLOC_019037,14,17,8,14,26,9,0.599227905799798,-0.32930762525296,Not sig
XLOC_019087,62,65,92,62,87,79,0.816470368765753,-0.0581029545635683,Not sig
XLOC_019174,7,0.005,0.005,1,0.005,14,0.635889238992285,-1.09795696958767,Not sig
XLOC_019227,4,0.005,0.005,3,2,1,0.681584928704655,-0.581360264040961,Not sig
XLOC_019418,12,3,12,11,27,22,0.133577798892781,-1.15200309344505,Not sig
XLOC_019473,55,62,109,23,41,35,0.119464961348451,1.19082234233558,Not sig
XLOC_019513,1,3,3,4,0.005,4,0.836728592478017,-0.193546480683928,Not sig
XLOC_019633,179,166,196,183,224,161,0.690474709329677,-0.0702623356778668,Not sig
XLOC_019634,0.005,5,8,6,5,17,0.340710074187062,-1.10636042788934,Not sig
XLOC_019787,2,1,8,3,4,4,1,0,Not sig
XLOC_019793,185,96,109,103,154,138,0.961140567385782,-0.0183785293148545,Not sig
XLOC_019810,10,3,18,14,12,15,0.524367943249979,-0.403355694231208,Not sig
XLOC_019813,1374.13,2798.19,1474.18,1317.67,1833.44,3369.73,0.725246664257009,-0.207700935460875,Not sig
XLOC_019851,7,4,3,6,6,7,0.298015340403547,-0.440572591385981,Not sig
XLOC_020022,17,11,15,17,11,19,0.679833278183964,-0.128324096975539,Not sig
XLOC_020070,55,5,9,21,36,32,0.723004502995145,-0.367208974188229,Not sig
XLOC_020082,14,3,3,11,13,28,0.185328901186339,-1.37851162325373,Not sig
XLOC_020083,1,0.005,1,1,1,0.005,1,0,Not sig
XLOC_020228,43,51,46,49,46,42,0.762824104889332,0.0312509339844399,Not sig
XLOC_020290,7.6,10.28,21,13,19.79,20.6,0.37854794215427,-0.457541330058731,Not sig
XLOC_020293,13,4,7,11,9,12,0.423880964601413,-0.415037499278844,Not sig
XLOC_020327,1,1,0.005,1,0.005,4,0.496547928004105,-1.31976783238107,Not sig
XLOC_020356,54,28,20,47,44,84,0.216681434772625,-0.778785769860833,Not sig
XLOC_020373,23,9,8,14,19,48,0.330907238140804,-1.01792190799726,Not sig
XLOC_020442,1210,1094,1580,1134,1281,778,0.332747597498221,0.282630647849099,Not sig
XLOC_020448,19,24,13,18,26,23,0.409551844642005,-0.258734268400168,Not sig
XLOC_020552,40,46,64,25,24,33,0.0726892484849347,0.871266685877797,Not sig
XLOC_020553,1,0.005,0.005,0.005,1,5,0.3898002082866,-2.57180895295384,Not sig
XLOC_020563,12,4,7,7,8,17,0.492798191090294,-0.476438043942987,Not sig
XLOC_020603,124,94,120,101,126,96,0.724331572308106,0.0654890815882595,Not sig
XLOC_020645,1,2,0.005,3,1,0.005,0.769650151406301,-0.414437251697525,Not sig
XLOC_020786,0.005,2,0.005,52,1,3,0.393367647171309,-4.8001594206534,Not sig
XLOC_020836,0.005,0.005,2,4,5,3,0.020116300850597,-2.57776699931695,Down
XLOC_020837,7,3,5,0.005,1,3,0.0694215509533936,1.90508835297453,Not sig
XLOC_020850,35,16,33,13,9,28,0.246492760157365,0.748461233004036,Not sig
XLOC_020892,8,5,10,12,6,12,0.403398725321285,-0.383328639551506,Not sig
XLOC_020972,1,0.005,0.005,1,1,1,0.183503419072274,-1.57060720774409,Not sig
XLOC_021028,16,7,7,12,15,14,0.346327609353825,-0.450661409009565,Not sig
XLOC_021030,13,30,14,15,19,24,0.959969774082268,-0.0250909809628303,Not sig
XLOC_021047,4,3,7,5,1,5,0.607467812156727,0.347923303420307,Not sig
XLOC_021075,13,15,21,3,5,11,0.0423156558388645,1.36678233067162,Up
XLOC_021076,3,2,4,2,2,6,0.834672162878484,-0.15200309344505,Not sig
XLOC_021077,27,19,17,22,13,22,0.664745290203128,0.144389909335175,Not sig
XLOC_021103,34,28,24,30,31,35,0.384104778342387,-0.158697746019058,Not sig
XLOC_021149,21,24,16,15,13,23,0.437951441367718,0.258311995591391,Not sig
XLOC_021153,9,12,14,17,7,7,0.740378179736574,0.175086706558091,Not sig
XLOC_021283,10,9,19,11,15,10,0.862649310721996,0.0780025120012732,Not sig
XLOC_021327,30,25,20,22,44,36,0.297962521755419,-0.443606651475615,Not sig
XLOC_021391,42,39,36,26,27,11,0.0638778578415145,0.870364719583405,Not sig
XLOC_021453,27,16,18,28,22,25,0.30754372516483,-0.298081352932995,Not sig
XLOC_021496,43,25,47,21,43,132,0.511627985608366,-0.769219793170833,Not sig
XLOC_021503,9,4,4,2,9,3,0.735638552067017,0.280107919192735,Not sig
XLOC_021504,3.83,1,1.73,3,6.74,4.41,0.145340020129244,-1.10903433310116,Not sig
XLOC_021507,8,1,8,4,0.005,193,0.445539606654996,-3.53462559436677,Not sig
XLOC_021555,43.96,22.96,23.02,43.92,29.93,21.04,0.872612668355838,-0.077293172569534,Not sig
XLOC_021693,2,2,0.005,1,0.005,7,0.610195120074629,-0.999099160107547,Not sig
XLOC_021856,28,31,32,37,43,85,0.243437697339681,-0.85852757404712,Not sig
XLOC_021905,1,0.005,4,0.005,2,0.005,0.517748015383357,1.31617456765706,Not sig
XLOC_021959,76,69,69,119,146,120,0.0178621815579356,-0.847247649181117,Not sig
XLOC_021978,0.005,0.005,3,9,4,0.005,0.330287304571283,-2.11123100718329,Not sig
XLOC_021982,2,0.005,6,2,3,15,0.449448547793437,-1.32102669214583,Not sig
XLOC_022016,26,26,41,36,33,5,0.607626050079712,0.329705445479082,Not sig
XLOC_022064,175,160,292,179,180,219,0.739445473715486,0.11739595030136,Not sig
XLOC_022102,4,0.005,0.005,1,1,2,0.998261010606121,0.00360223668019584,Not sig
