,TH-1,TH-2,TH-3,CK-1,CK-2,CK-3,pvalue,log2FC,UPDOWN
BraA06003066,42,52,58,30,41,36,0.0645455359506411,0.506460527042438,Not sig
BraA06003067,17,17,15,16,14,27,0.57880227873828,-0.218180170049534,Not sig
BraA06003070,9,4,9,9.15,10.58,20,0.219620059448033,-0.852725269676077,Not sig
BraA06003071,52,40,38,82.85,78.42,93,0.00252220280818789,-0.967849632701273,Not sig
BraA06003073,19,11,22,10,16,14,0.360257200033624,0.37851162325373,Not sig
BraA06003077,8,7,10,8,5,7,0.252400548696845,0.321928094887362,Not sig
BraA06003080,40,33,35,46,49,47,0.0196481441524946,-0.394859617341214,Not sig
BraA06003081,92,78,56,83,84,64,0.900239349862425,-0.0315700790008699,Not sig
BraA06003082,3,15,1,7,11,11,0.531150460437424,-0.610053481683987,Not sig
BraA06003087,246,260,270,276,288,192,0.847906758125113,0.0376704179660551,Not sig
BraA06003088,1,0.005,1,0.005,0.005,0.005,0.183503419072274,7.06249592573376,Not sig
BraA06003089,11,5,7,5,3,11,0.679833278183964,0.275634442613428,Not sig
BraA06003092,4,1,0.005,0.005,0.005,8,0.756092490481345,-0.678432173572717,Not sig
BraA06003093,61,22,26,22,32,56,0.984391502385221,-0.013175388747733,Not sig
BraA06003094,176,199,217,207,261,204,0.302717441504206,-0.18286405714981,Not sig
BraA06003095,3,1,5,3,11,6,0.255971501245982,-1.15200309344505,Not sig
BraA06003096,2,0.005,8,1,1,0.005,0.382608194927781,2.31904702545082,Not sig
BraA06003097,18,10,13,14,19,16,0.396719461138276,-0.257157839497124,Not sig
BraA06003100,125,107,112,82,105,114,0.277221453706138,0.192645077942396,Not sig
BraA06003101,86,61,64,82,87,135,0.200326667208398,-0.5268283247364,Not sig
BraA06003106,2,3,0.005,3,0.005,1,0.802173438022254,0.321567826427283,Not sig
BraA06003107,8,10,6,7,6,5,0.220880840494096,0.415037499278844,Not sig
BraA06003108,217,179,181,251,212,399,0.233985391100243,-0.579116550443616,Not sig
BraA06003109,94,101,108,88,132,109,0.572428621305168,-0.118769790262291,Not sig
BraA06003110,121,70,103,122,139,164,0.088893071823271,-0.5316466861887,Not sig
BraA06003111,0.005,6,4,10,2,12,0.272563948663604,-1.26231323859014,Not sig
BraA06003113,182,173,145,207,235,238,0.0161769715142849,-0.443606651475615,Not sig
BraA06003114,10,20,15,18,26,22,0.13464848131692,-0.552541023028779,Not sig
BraA06003117,3,1,1,2,0.005,1,0.493179665087054,0.734563103950902,Not sig
BraA06003118,106,102,126,90,117,138,0.830652859207681,-0.0467482591914793,Not sig
BraA06003120,49,16,29,27,45,67,0.376529833330537,-0.56435222104587,Not sig
BraA06003121,26,13,20,12,27,73,0.438501919198154,-0.924711872695763,Not sig
BraA06003122,90,55,50,120,80,274,0.253764795139149,-1.28141293514865,Not sig
BraA06003123,368,343,423,363,322,289,0.170366261714984,0.219426962859887,Not sig
BraA06003124,601,850,702,1243,499,231,0.863301152952386,0.125957363443675,Not sig
BraA06003125,5,12,8,6,6,25,0.599364270668597,-0.565597175854225,Not sig
BraA06003126,176,164,143,221,222,175,0.0816978866668344,-0.355583649068601,Not sig
BraA06003127,38,45,36,39,50,63,0.249549107246559,-0.353109750135642,Not sig
BraA06003128,219,224,292,177,180,133,0.0526494726398864,0.584962500721156,Not sig
BraA06003129,4,4,2,7,15,19,0.0946628053919263,-2.03562390973072,Not sig
BraA06003130,0.005,1,1,0.005,0.005,0.005,0.183503419072274,7.06249592573376,Not sig
BraA06003131,413,453,492,396,467,435,0.550459475284572,0.0651930962455932,Not sig
BraA06003132,3,0.005,1,0.005,3,2,0.802173438022254,-0.321567826427283,Not sig
BraA06003133,42,65,47,75,56,121,0.226653135845745,-0.710493382805015,Not sig
BraA06003134,2,1,0.005,0.005,0.005,1,0.386643207845422,1.57300969795939,Not sig
BraA06003135,35,11,23,24,39,29,0.412102036166566,-0.415037499278844,Not sig
BraA06003138,108,362,50,227,148,170,0.939636395287564,-0.0677446066358341,Not sig
BraA06003139,175,115,138,244,235,139,0.192823243515019,-0.529996041503228,Not sig
BraA06003140,9,12.5,6.5,13.5,13.5,25.5,0.166911375688825,-0.906890595608519,Not sig
BraA06003141,1,0.5,1,0.005,0.005,0.005,0.0381808081518571,7.38082178394093,Up
BraA06003143,2.34,1.39,2.82,7.28,1.42,25.47,0.331285498078384,-2.38316343600446,Not sig
BraA06003144,11,15,5,14,12,52,0.351507312340434,-1.33120590847537,Not sig
BraA06003145,221,58.93,82.4,125,166.69,334.06,0.344767750252845,-0.788282123706715,Not sig
BraA06003146,78,93,57,61,84,49,0.482182543729988,0.232977171977614,Not sig
BraA06003148,0.005,13.07,13.6,0.005,3.31,11.94,0.542059994037244,0.806206091133131,Not sig
BraA06003150,975,890,1207,841,1020,1045.97,0.659378635449786,0.0796620331554574,Not sig
BraA06003151,11,14,22,54,31,94,0.135308865730308,-1.92922692558662,Not sig
BraA06003152,278,117,220,224,387,356,0.162889440785773,-0.652929479250239,Not sig
BraA06003154,80,79,108,88,92,103,0.648479623709693,-0.0839623111443283,Not sig
BraA06003155,199.73,146.12,152,159.37,205,318.24,0.322382115716125,-0.455350419436728,Not sig
BraA06003156,7,7,22,12,8,6,0.582411488754697,0.46948528330122,Not sig
BraA06003157,734,817,732,889,1033,609,0.578100180883659,-0.148776647885982,Not sig
BraA06003159,291,191,246,215,256,199,0.601929615854492,0.119777354853561,Not sig
BraA06003160,361,315,300,348,316,319,0.918265315895995,-0.0103102687776945,Not sig
BraA06003163,95,52,54,108,94,238,0.218662926886299,-1.13030802234573,Not sig
BraA06003164,33,39,29,39,55,51,0.0724283919047359,-0.52169760726314,Not sig
BraA06003165,69,71,34,86,60,225,0.327498873922143,-1.09233188077208,Not sig
BraA06003166,29,44,40,58,51,158,0.274777510679243,-1.24051696927237,Not sig
BraA06003167,40,19,27,35,35,46,0.248354767075721,-0.431716240425474,Not sig
BraA06003169,20,17,22,22,22,24,0.163532562993406,-0.204819791888498,Not sig
BraA06003170,5.79,3.78,2.1,0.005,0.005,11.56,0.994012281972796,0.012415696599858,Not sig
BraA06003171,7.21,2.22,11.9,3,7,33.44,0.526106401415964,-1.02614013746379,Not sig
BraA06003172,17,3,11,7,8,2,0.377107799721887,0.866733469136536,Not sig
BraA06003173,350,416,482,382,406,301,0.347348746764149,0.196613980145342,Not sig
BraA06003174,78,63,101,33,60,30,0.0543646856909088,0.976348731935355,Not sig
BraA06003175,548,620,660,576,624,510,0.445600287240228,0.0962697452848097,Not sig
BraA06003176,318,216,435,181,227,216,0.20667695088602,0.634950636552833,Not sig
BraA06003177,0.005,1,0.005,1,0.005,4,0.384144403327429,-2.3090147760842,Not sig
BraA06003178,407,1784,697,1671,1377,870,0.524003639159432,-0.440046655380416,Not sig
BraA06003179,163,76,164,127,164,640,0.398586862611235,-1.20800132903083,Not sig
BraA06003180,468,277,143,584,543,905,0.0641012370926313,-1.19426882042206,Not sig
BraA06003181,20,35,21,22,24,35,0.80503380445408,-0.0919224894410393,Not sig
BraA06003182,31.31,26.98,57,42.47,39.43,31.4,0.951749022846694,0.025119521076081,Not sig
BraA06003183,1.69,9.02,0.005,1.53,17.57,9.6,0.34144172048459,-1.4214188868865,Not sig
BraA06003184,163,195,179,168,212,142,0.838868366141946,0.0408722814155281,Not sig
BraA06003185,821,728,995,530,646,547,0.0548334931910338,0.562175969059407,Not sig
BraA06003186,30,42,22,26,27,29,0.563712397580532,0.197036847059554,Not sig
BraA06003188,104,69,134,55,71,89,0.24322272354904,0.513901995780719,Not sig
BraA06003189,225,196,315,152,137,532,0.849915198610462,-0.157676455720792,Not sig
BraA06003190,225,312,230,338,276,240,0.510406556821371,-0.155009492117557,Not sig
BraA06003198,798.5,704.5,1411.5,1270.5,666,235,0.546240566846523,0.424556448852608,Not sig
BraA06003199,1,1.5,12,6,7,1,0.969670781526832,0.0506260730699678,Not sig
BraA06003201,798.5,704.5,1411.5,1270.5,666,235,0.546240566846523,0.424556448852608,Not sig
BraA06003202,1,1.5,12,6,7,1,0.969670781526832,0.0506260730699678,Not sig
BraA06003203,120,84,102,83,91,169,0.706868576218001,-0.164676923480161,Not sig
BraA06003205,273,262,330,311,356,293,0.325071618697249,-0.150334273084432,Not sig
BraA06003206,74,62,134,24,41,50,0.135091230911694,1.23132554610646,Not sig
BraA06003207,0.005,1,3,0.005,3,34,0.418046681742355,-3.20784606861257,Not sig
BraA06003208,129,87,62,83,151,227,0.280922157703503,-0.72968186770583,Not sig
BraA06003209,60,46,63,59,54,123,0.422042497297891,-0.481763613079657,Not sig
BraA06003210,88,92,76,77,86,61,0.299397392548596,0.192645077942396,Not sig
BraA06003211,168,126,175,150,154,102,0.406784630357099,0.2081081953302,Not sig
BraA06003212,330,412,259,634,516,572,0.0144143236092897,-0.78264316856085,Not sig
BraA06003213,34,34,53,32,40,38,0.631741200267729,0.137503523749935,Not sig
BraA06003214,286,268,340,321,335,284,0.596489228349878,-0.0723859253816818,Not sig
BraA06003215,67,77,103,88,63,235,0.480529765919778,-0.644089805683403,Not sig
BraA06003216,514,453,624,442,664,553,0.794998096954615,-0.0603800506248155,Not sig
BraA06003217,378,287,274,315,405,414,0.226321103980775,-0.272223577288454,Not sig
BraA06003218,91,84,68,122,124,129,0.01639658484259,-0.625934281777462,Not sig
BraA06003220,32,26,24,33,58,57,0.104785468929276,-0.851901361010866,Not sig
BraA06003221,1,2,2,3,2,6,0.233463884200406,-1.13750352374993,Not sig
BraA06003222,696,736,760,1083,982,568,0.449682175737064,-0.264459723085536,Not sig
BraA06003223,24,39,44,27,57,30,0.847923503889145,-0.0914230277635948,Not sig
BraA06003224,174,182,212,210,227,229,0.0870232792344985,-0.22963124756658,Not sig
BraA06003225,2404,3993,3235,3354,3686,975,0.616142765373731,0.265132871717792,Not sig
BraA06003227,15,9,15,37,15,12,0.40253296275811,-0.714597781137752,Not sig
BraA06003228,73,60,77,67,78,120,0.375880038782995,-0.335603031784439,Not sig
BraA06003229,95,96,130,120,114,99,0.779383857649308,-0.052948879948959,Not sig
BraA06003230,1466,553,827,1060,1644,1864,0.188568524333147,-0.682626988836361,Not sig
BraA06003231,176,121,154,144,195,196,0.298867639328552,-0.246411458033128,Not sig
BraA06003234,28,11,10,14,30,35,0.310693187841269,-0.689070904061895,Not sig
BraA06003235,54,16,12,24,40,94,0.378748013649671,-0.946228743559019,Not sig
BraA06003236,21,29,33,22,35,25,0.952732986951312,0.0174874267288411,Not sig
BraA06003237,569,519,979,460,424,212,0.143248550934424,0.915290590464921,Not sig
BraA06003239,94,89,106,101,128,147,0.150527276714487,-0.379663169176959,Not sig
BraA06003245,40,27,28,14,25,34,0.367346286390543,0.380031049450931,Not sig
BraA06003246,1988,2037,2556,1380,1783,2291,0.313268368937752,0.270992121613832,Not sig
BraA06003247,57,85,97,61,74,16,0.247888863747482,0.66246206865567,Not sig
BraA06003251,14,16,16,19,23,33,0.142713983070044,-0.705256734438868,Not sig
BraA06003253,2,1,0.005,0.005,2,5,0.464288367444938,-1.22102005971963,Not sig
BraA06003254,35,8,46,31,24,20,0.724569012055963,0.246914740470517,Not sig
BraA06003255,33,9,42,43,31,31,0.563020181266889,-0.321928094887362,Not sig
BraA06003258,833,1024,1148,813,673,440,0.0665252094688912,0.641757287755088,Not sig
BraA06003259,5,0.005,1,0.005,1,0.005,0.3898002082866,2.57180895295384,Not sig
BraA06003260,1,3,1,1,4,0.005,0.999105030317795,-0.00144197417390627,Not sig
BraA06003261,5,5,0.005,0.005,0.005,1,0.210106135180858,3.30829396915395,Not sig
BraA06003262,188,215,237,190,210,206,0.520857582095536,0.0787541114144116,Not sig
BraA06003265,165,51,123,154,161,105,0.524588032415543,-0.309104054529779,Not sig
BraA06003266,0.005,4,0.005,3,0.005,4,0.607597907637406,-0.804782813975898,Not sig
BraA06003268,24,18,23,32,37,32,0.00882876633160059,-0.63584366972334,Not sig
BraA06003270,70,63,78,76,77,92,0.170622910177895,-0.215538750295386,Not sig
BraA06003271,1,0.005,1,0.005,0.005,0.005,0.183503419072274,7.06249592573376,Not sig
BraA06003272,236,181,293,204,203,145,0.249950251344155,0.363150757613875,Not sig
BraA06003273,164,135,140,97,136,132,0.188764198079737,0.266324475767979,Not sig
BraA06003274,7828,11217,10300,11451,8403,5703,0.558414439537298,0.199396212172188,Not sig
BraA06003275,2,0.005,5,1,0.005,0.005,0.300895261869556,2.79402975767902,Not sig
BraA06003277,7,9,3,4,1,19,0.798178767951916,-0.337034987277571,Not sig
BraA06003278,17,7,10,8,8,15,0.804668750774017,0.133266530863464,Not sig
BraA06003280,27,19,15,11,26,18,0.739189584516669,0.149377624038227,Not sig
BraA06003281,62,61,80,83,53,29,0.512949102343762,0.299013702939361,Not sig
BraA06003283,281,272,336,313,277,214,0.47089046705626,0.144987917650841,Not sig
BraA06003284,37,37,36,50,67,62,0.0443400325017596,-0.702456063739597,Not sig
BraA06003286,0.005,1.44,1,0.005,0.005,0.005,0.196567991340182,7.34872815423108,Not sig
BraA06003288,610,481,506,567,609,833,0.23443107316466,-0.331113251322059,Not sig
BraA06003289,5,8,10,7,16,34,0.288027300897004,-1.30932805810773,Not sig
BraA06003291,19,11,12,12,7,32,0.739204210979204,-0.280107919192735,Not sig
BraA06003292,1,6,1,1,3,4,1,0,Not sig
BraA06003294,70,73,75,70,82,224,0.398453753646625,-0.786404526900711,Not sig
BraA06003296,254,329,333,224,298,186,0.176115540909251,0.371598238013946,Not sig
BraA06003298,23,16,27,24.5,24,19,0.899817982302553,-0.0324214776923775,Not sig
BraA06003300,9,8.5,17,15,9,22,0.460633167680495,-0.415037499278844,Not sig
BraA06003301,31.39,41.47,43.05,29.3,48.38,17.14,0.531496090414481,0.289741740368102,Not sig
BraA06003302,23,16,27,24.5,24,19,0.899817982302553,-0.0324214776923775,Not sig
BraA06003304,117,127,112,126,138,135,0.0680512252807077,-0.164511505255948,Not sig
BraA06003305,9,8.5,17,15,9,22,0.460633167680495,-0.415037499278844,Not sig
BraA06003306,2158.61,1824.53,2782.95,1314.7,1405.62,814.86,0.0403039827781996,0.93653869315162,Not sig
BraA06003307,89,73,65,51,51,66,0.0926362948435721,0.434231064512155,Not sig
BraA06003308,5.5,5,7,5,2.5,0.005,0.133621474772204,1.221430945099,Not sig
BraA06003309,195,136,180,194,246,169,0.323072351148082,-0.253118936968711,Not sig
BraA06003310,1,1,0.005,0.005,1,0.005,0.518518518518518,0.989246943703126,Not sig
BraA06003312,11,12,0.005,30,8,50,0.209574180638019,-1.93555606730878,Not sig
BraA06003314,0.005,0.005,0.005,1,0.005,2,0.225662696077777,-7.64625867999003,Not sig
BraA06003315,336,274,378,565,436,272,0.382386737767328,-0.36564947231668,Not sig
BraA06003319,9,12,7,15,8,34,0.338806410159653,-1.02553509210714,Not sig
BraA06003320,1227,1315,1749,1281,1434,1129,0.475259771416918,0.158705564974635,Not sig
BraA06003321,247,259,280,230,361,331,0.371447198858754,-0.230237438170731,Not sig
BraA06003322,19,23,24,18,28,46,0.401444655304515,-0.47916783669856,Not sig
BraA06003323,204,139,162,188,200,234,0.179137051753082,-0.300631192491445,Not sig
BraA06003324,585,160,371,330,434,547,0.669478423507067,-0.232330658392567,Not sig
BraA06003325,29,28,33,28,22,49,0.751123290918899,-0.137503523749935,Not sig
BraA06003326,173.94,163.19,236.74,154.53,159.64,141.1,0.222736581663153,0.334001560963378,Not sig
BraA06003327,17.06,9.81,8.26,19.47,7.36,4.9,0.842014300876564,0.146856055304733,Not sig
BraA06003330,3.5,0.5,1.5,2,2,1.5,1,0,Not sig
BraA06003331,12.68,7.4,22.13,10.96,18.34,21.68,0.61609273786916,-0.272346544064513,Not sig
BraA06003333,14,13,22,7,23,37,0.567664065867901,-0.451379346342564,Not sig
BraA06003334,2,5,7,9,1,17,0.451603903140298,-0.947532580105864,Not sig
BraA06003335,647,670,873,576,685,406,0.184058048446519,0.393676765502119,Not sig
BraA06003336,67,111,130,64,96,71,0.309292796322841,0.415037499278844,Not sig
BraA06003337,20,21,11,31,20,18,0.3354922228842,-0.408084738637077,Not sig
BraA06003338,1,2,2,1,3,5,0.368501212394677,-0.84799690655495,Not sig
BraA06003339,35,35,75,23,7,6,0.0969080939213298,2.00998408857262,Not sig
BraA06003340,1,0.005,2,1,2,3,0.288037969398942,-0.997597509784695,Not sig
BraA06003341,257,167,210,192,243,343,0.41482917578926,-0.295287314846785,Not sig
BraA06003342,36,38,42,33,39.5,60,0.571603723785153,-0.191867554322989,Not sig
BraA06003343,904,252,359,529,753,936,0.38527029738277,-0.549941571801397,Not sig
BraA06003344,122,177,178,104,123,132,0.155237311470571,0.41000542218246,Not sig
BraA06003345,1063,974,827,1082,1226,1243,0.0605939188136804,-0.310193867756715,Not sig
BraA06003347,72,51,45,36,38,64,0.458124671343666,0.283792966000591,Not sig
BraA06003353,298,265,252,564,157,168,0.871154448784153,-0.12538335971133,Not sig
BraA06003354,46,43,39,59,48,41,0.332830763103994,-0.20945336562895,Not sig
BraA06003355,1041,652,713,817,1080,1410,0.233227100995149,-0.458886403015038,Not sig
BraA06003358,2,0.005,1,2,0.005,3,0.565845412149565,-0.736005078124808,Not sig
BraA06003359,1326,792,1045,893,1111,1379,0.743122595421374,-0.0970096212765948,Not sig
BraA06003360,127,42,96,78,113,191,0.405856039376633,-0.527580278585187,Not sig
BraA06003363,45,37,67,45,31,48,0.477336966436025,0.264972210075286,Not sig
BraA06003365,132,91,88,130,101,176,0.296658798467867,-0.388114214135644,Not sig
BraA06003366,4,4,2,4,2,12,0.476792733798297,-0.84799690655495,Not sig
BraA06003367,193,172,255,131,156,206,0.273102709035717,0.330680568896326,Not sig
BraA06003370,23,17,19,18,21,13,0.472803392766402,0.182203331220749,Not sig
BraA06003371,166,111,159,116,201,181,0.545505784516094,-0.191817607291155,Not sig
BraA06003372,137,109,98,123,121,140,0.382981967979135,-0.158697746019058,Not sig
BraA06003374,14,20,19,14,29,12,0.91537834192029,-0.0534392589614603,Not sig
BraA06003375,511,506,629,482,860,513,0.631184024033716,-0.17245485108654,Not sig
BraA06003376,3,1,0.005,2,1,0.005,0.769650151406301,0.414437251697525,Not sig
BraA06003377,43,36,60,46,47,53,0.779665361629994,-0.0708834861565096,Not sig
BraA06003378,5,8,10,2,6,0.005,0.096358974659111,1.52266055331548,Not sig
BraA06003379,76,62,64,79,93,218,0.291378592348003,-0.949118830997816,Not sig
BraA06003380,52,31,29,32,31,44,0.855774968390288,0.0658879356564573,Not sig
BraA06003381,146,148,146,130,152,125,0.315656314946763,0.112474729258413,Not sig
BraA06003382,94,85,127,131,156,136,0.0721934992375626,-0.467126010427298,Not sig
BraA06003383,51,45,77,37,67,92,0.706590190036691,-0.180081616478484,Not sig
BraA06003384,3012.62,2770.51,4084.7,2456.8,2912.66,3225.99,0.423458135905185,0.19915969003909,Not sig
BraA06003385,441,428,472,426,478,325,0.497863109812463,0.125824321531812,Not sig
BraA06003386,27,35,24,72,88,136,0.0640176271862006,-1.78318861092685,Not sig
BraA06003387,122,83,73,116,130,280,0.252118361070606,-0.919977916568795,Not sig
BraA06003388,14,24,9,10,12,18,0.672980165687179,0.232660756790275,Not sig
BraA06003389,207,186,305,113,107,106,0.0769240921933914,1.09835507197857,Not sig
BraA06003390,295,275,339,226,249,301,0.204629283910284,0.228223642006979,Not sig
BraA06003391,2,0.005,0.005,1,4,10,0.239534899730014,-2.89969509420431,Not sig
BraA06003393,853,639,852,585,878,605,0.483308660747989,0.180736384107313,Not sig
BraA06003398,42,30,38,27,52,57,0.45663128476005,-0.30610312772568,Not sig
BraA06003399,2,6,3,2,0.005,1,0.143420875216518,1.87206662770084,Not sig
BraA06003400,15,11,12,16,13,15,0.256708783188199,-0.211504105193712,Not sig
BraA06003401,317,369,303,372,390,386,0.10981601152082,-0.215080215916577,Not sig
BraA06003402,24,23,18,9,9,24,0.261462618868544,0.630050390249694,Not sig
BraA06003403,29,46,71,23,16,25,0.14864675791076,1.18982455888002,Not sig
BraA06003408,15,21,6,8,17,24,0.732343707074061,-0.222392421336448,Not sig
BraA06003418,23,15,11,15,16,33,0.512455950495857,-0.385290155884792,Not sig
BraA06003420,0.005,2,1,1,3,2,0.288037969398942,-0.997597509784695,Not sig
BraA06003422,62,62,43,64,72,85,0.110531958424433,-0.40419826691738,Not sig
BraA06003425,355,202,717,195,175,123,0.228660940057209,1.36970572587839,Not sig
BraA06003426,23,28,22,16,12,34,0.647288553895573,0.235628248493142,Not sig
BraA06003428,32.72,29.66,33.58,16.41,38.19,21.5,0.420858304825005,0.334536703902527,Not sig
BraA06003430,3,3,8,0.005,1,222,0.444991632837203,-3.99357732492251,Not sig
BraA06003431,50,37,33,64,52,66,0.0387058624221477,-0.600904044590178,Not sig
BraA06003432,7,0.005,11,22,12,2,0.428352622902377,-0.999599307026756,Not sig
BraA06003434,631,628,714,746,731,838,0.0613647765518916,-0.23062123742404,Not sig
BraA06003437,1056,993.01,1394,929,1205.01,798.02,0.380363827422938,0.231770506186764,Not sig
BraA06003438,0.005,3,1,0.005,0.005,0.005,0.270069503221121,8.06069593168755,Not sig
BraA06003439,8,1,7,12,3,21,0.330993259366218,-1.16992500144231,Not sig
BraA06003441,45,27,89,38,35,10,0.296361398360117,0.955877446767692,Not sig
BraA06003442,7,6,3,5,3,3,0.308914300861674,0.540568381362703,Not sig
BraA06003443,404,127,458,443,306,92,0.750334900544186,0.233864720503967,Not sig
BraA06003444,303,220,471,194,206,300,0.31916020370901,0.505890929729957,Not sig
BraA06003445,12,1,10,10,8,12,0.569690511611324,-0.383328639551506,Not sig
BraA06003448,1,0.005,0.005,1,4,0.005,0.384144403327429,-2.3090147760842,Not sig
BraA06003449,40,21,28,14,18,20,0.146651689753402,0.775293712825306,Not sig
BraA06003451,7,7,15,8,9,13,0.920102804275407,-0.0489096004809466,Not sig
BraA06003452,3.61,9.53,8.71,5,6,10,0.911930521778114,0.0572439518344758,Not sig
BraA06003453,7.39,7.47,3.29,9,2,5,0.786513985718847,0.181897643108389,Not sig
BraA06003455,456,381,424,563,544,515,0.0139618639837637,-0.363205543889053,Not sig
BraA06003456,22,11,14,30,32,37,0.0162111114467232,-1.07476776840197,Down
BraA06003457,53,48,57,51,72,65.38,0.239339737459403,-0.25372124607884,Not sig
BraA06003458,6,5,3,4,7,5,0.621308295037497,-0.192645077942396,Not sig
BraA06003462,67,38.37,23,21.71,29,87.69,0.89947034661234,-0.108535858179442,Not sig
BraA06003464,23,5,15,20,35,59,0.160874054280438,-1.40662525946264,Not sig
BraA06003465,0.005,2.63,0.005,10.29,0.005,4.31,0.311666986646969,-2.46785252347073,Not sig
BraA06003470,94,79,74,89,127,166,0.173451138785166,-0.629061596451071,Not sig
BraA06003472,86,79,92,73,91,67,0.364383565286454,0.153875507777821,Not sig
BraA06003475,2,1,2,2,4,1,0.538386246627506,-0.485426827170242,Not sig
BraA06003479,842,876,852,866,1005,651,0.891063472122455,0.0272000837530205,Not sig
BraA06003480,4,0.005,3,0.005,2,10,0.651362600784171,-0.777178447799599,Not sig
BraA06003482,81,94,93,73,103,128,0.533207331444423,-0.181838322985813,Not sig
BraA06003484,324,337,503,299,335,241,0.232518630866329,0.411736136188593,Not sig
BraA06003486,0.005,1.5,1.45,0.005,6.01,1.43,0.49941315198473,-1.33311371840457,Not sig
BraA06003489,11,14,19,17,11,12,0.678976436762753,0.137503523749935,Not sig
BraA06003490,56,53,59,34,36,54,0.139519102842521,0.438121112391885,Not sig
BraA06003491,169.79,181,186.52,171,226,243,0.252910127208407,-0.252317216488496,Not sig
BraA06003492,7,4,10,8,14,23,0.199843956302424,-1.09953567355091,Not sig
BraA06003493,0.005,1,1,0.005,3,2,0.377757923528735,-1.31976783238107,Not sig
BraA06003495,13.35,17.83,11.02,17.11,24.56,3.76,0.8794891646477,-0.106402306462195,Not sig
BraA06003496,13.54,24.95,6.55,8.02,2.98,0.005,0.156687884913121,2.03304768218867,Not sig
BraA06003497,101,71,86,78,116,104,0.40315244410157,-0.207941265038907,Not sig
BraA06003499,682.08,740.17,803.42,711.89,755.46,484.24,0.397860086636318,0.189589704214538,Not sig
BraA06003500,25,15,44,12,8,5,0.140406615922055,1.74846123300404,Not sig
BraA06003501,188,189,198,217,243,150,0.715384441874493,-0.0852472866185112,Not sig
BraA06003502,37,21,54,23,37,82,0.653758035012417,-0.342392197447078,Not sig
BraA06003504,5,2,1,1,0.005,0.005,0.185620566818795,2.98564470702293,Not sig
BraA06003505,44,58,63,38,24,26,0.0258244504550379,0.906890595608518,Not sig
BraA06003506,42,47,51,38,51,38,0.449460397923143,0.1405983301728,Not sig
BraA06003509,16,13,16,16,32,69,0.265560959264168,-1.37851162325373,Not sig
BraA06003510,66,82,81,76,90,72,0.710387575444239,-0.0556139752109995,Not sig
BraA06003511,120,115,102,153,230,187,0.066118153065463,-0.758213327870246,Not sig
BraA06003512,15,9,16,8,15,15,0.845055942292156,0.0740005814437771,Not sig
BraA06003514,211,237,333,165,251,170,0.239086875674317,0.414421883719731,Not sig
BraA06003515,0.005,2,0.005,0.005,2,2,0.518518518518519,-0.994606741229782,Not sig
BraA06003516,2,2,3,0.005,0.005,6,0.88487464055389,0.219989931121143,Not sig
BraA06003517,1,4,2,4,1,4,0.643718010316546,-0.362570079384708,Not sig
BraA06003519,4,1,4,0.005,4,11,0.603603426274345,-0.737446412381251,Not sig
BraA06003520,147,138,138,126,155,82,0.445973699770138,0.220688115124199,Not sig
BraA06003521,12,23,10,13,30,18,0.457716437115709,-0.438884241233211,Not sig
BraA06003522,71,39,47,51,89,168,0.278934136857697,-0.972165791803274,Not sig
BraA06003523,3,0.005,5,0.005,3,0.005,0.404418613565525,1.41113791575655,Not sig
BraA06003524,87,89,112,99,129,159,0.188080767878526,-0.426264754702098,Not sig
BraA06003525,27.98,36.8,28.84,31.24,42.04,48.96,0.199992179684878,-0.384827778323795,Not sig
BraA06003526,1,1,4,3,1,3,0.797170958772964,-0.222392421336448,Not sig
BraA06003530,1059,877,1225,950,1031,780,0.350364374837275,0.195190147316429,Not sig
BraA06003535,49,31,68,42,75,74,0.399570332368438,-0.367975462406799,Not sig
BraA06003536,56,75,73,68,82,72,0.464109486621932,-0.12199052437861,Not sig
BraA06003537,2,10,1,8,7,38,0.319175689582952,-2.02748073642211,Not sig
BraA06003538,75,48,72,56,80,90,0.479220714947863,-0.212848648665577,Not sig
BraA06003539,206,228,208,196,230,448,0.430733216920261,-0.445059982378295,Not sig
BraA06003540,29,21,26,16,35,45,0.519510721743153,-0.337034987277571,Not sig
BraA06003541,588,350,576,390,606,503,0.962402443443256,0.0143648220378721,Not sig
BraA06003543,1143,1779,1841,1408,1640,747,0.408257411749175,0.327770663061194,Not sig
BraA06003544,71,44,48,53,85,57,0.463148380089459,-0.258602159518533,Not sig
BraA06003545,404,307,499,292,375,227,0.211478647273465,0.436660310978639,Not sig
BraA06003546,681,697,832,558,714,428,0.167298703832335,0.37851162325373,Not sig
BraA06003548,1,0.005,0.005,1,0.005,1,0.518518518518518,-0.989246943703125,Not sig
BraA06003549,4,5,1,1,5,2,0.71488875595574,0.321928094887363,Not sig
BraA06003550,69,34,55,47,65,57,0.769464240301766,-0.0970986881050816,Not sig
BraA06003551,1,1,0.005,4,0.005,8,0.284441830876631,-2.5819612617755,Not sig
BraA06003552,78,78,79,54,69,53,0.0622084368056665,0.417085327927702,Not sig
BraA06003553,201,228,281,253,222,216,0.824703056952693,0.0391333140037858,Not sig
BraA06003554,189,146,172,128,191,307,0.531452244009119,-0.304176909929278,Not sig
BraA06003555,370.64,375.35,526.36,258,266.03,186.96,0.0483047377307723,0.839594410247926,Not sig
BraA06003556,3.36,3.65,2.64,0.005,1.97,14.04,0.676752181938472,-0.730822950619241,Not sig
